id,sentence_text,kote_pos,kote_neg,kote_neutral,raw_model_label,applied_rule,corrected_label,override_score,is_last,total_sentences,model_label_at_capture
48,회사를 먼저 생각하여 업무에 대한 욕심이 많음,0.1911,0.6035,0.2054,negative,rule4_default,negative,-0.4124,True,1,negative
47,구성원들의 자발전 참여를 유도,0.2859,0.1234,0.5907,neutral,neutral_dominant,neutral,0.0,True,1,neutral
46,사업소장 회의에서 관련 의견 개진,0.1156,0.095,0.7895,neutral,neutral_dominant,neutral,0.0,True,1,neutral
45,"수평적 의사소통, 구성원들의 자발적 참여를 유도함",0.4413,0.0324,0.5262,neutral,neutral_dominant,neutral,0.0,True,1,neutral
44,우선순위를 정하여 해결책 제시,0.3686,0.3766,0.2548,negative,rule3_last_low,negative,-0.7452,True,1,negative
43,자발적 참여를 유도함,0.3474,0.0513,0.6014,neutral,neutral_dominant,neutral,0.0,True,2,neutral
42,업무상황파악의 정확성 유지,0.264,0.1032,0.6329,neutral,neutral_dominant,neutral,0.0,True,1,neutral
41,"목표를 위한 구체적 전략 제시, 조직 통솔",0.2174,0.0958,0.6868,neutral,neutral_dominant,neutral,0.0,True,1,neutral
40,구성원들의 자발적 참여를 유도함,0.2924,0.0544,0.6532,neutral,neutral_dominant,neutral,0.0,True,2,neutral
39,업무에열의가 넘친다,0.1758,0.754,0.0701,negative,rule4_default,negative,-0.5782,True,1,negative
38,조직목표 달성을 위해 열정적,0.3832,0.4214,0.1955,negative,rule3_last_low,negative,-0.8046,True,1,negative
37,업무의 방향성을 제시해 주어 올바른 방향으로 업무를 처리할 수 있도록 지도함,0.4464,0.051,0.5026,neutral,neutral_dominant,neutral,0.0,True,1,neutral
36,리더쉽을 바탕으로 직원들의 참여유도를 통해 일을 진행함,0.3364,0.0553,0.6083,neutral,neutral_dominant,neutral,0.0,True,1,neutral
35,써번트 리더쉽으로 구성원들의 자발적 참여 유도,0.3779,0.063,0.5591,neutral,neutral_dominant,neutral,0.0,True,1,neutral
34,"목표를 위한 구체적 전략 제시, 문제 발생 시 해결방안 제시 등을 통한 조직의 핵심성과 도출 가능",0.3166,0.073,0.6105,neutral,neutral_dominant,neutral,0.0,True,1,neutral
33,변화의 방향을 예측하고 변화를 주도한다,0.3439,0.0318,0.6243,neutral,neutral_dominant,neutral,0.0,True,1,neutral
32,"목표를 위한 구체적 전략 제시 및 조직이 추구하는 업무방향 이해, 높은 윤리의식 보유",0.4679,0.0302,0.5019,neutral,neutral_dominant,neutral,0.0,True,1,neutral
30,직원들과 소통하려 함,0.36,0.1565,0.4835,neutral,neutral_dominant,neutral,0.0,True,1,neutral
31,업무 효율성 증대를 위해 고심함,0.2169,0.1058,0.6774,neutral,neutral_dominant,neutral,0.0,True,1,neutral
29,최신 지식 정보를 꾸준히 학습하며 목표를 위한 구체적 전략을 제시합니다,0.3506,0.0213,0.6281,neutral,neutral_dominant,neutral,0.0,False,2,neutral
28,평소 책임강이 강하며 절차와 기준을 준수하여 업무처리에 임함,0.4132,0.0447,0.5421,neutral,neutral_dominant,neutral,0.0,True,1,neutral
27,불필요한일을 시키지 않습니다,0.2534,0.5874,0.1592,negative,rule4_default,negative,-0.334,True,1,negative
26,부하직원과의 수평적 의사소통을 추구하고 전문적 지식을 보유하여 해결책을 제시함,0.4574,0.0275,0.5152,neutral,neutral_dominant,neutral,0.0,True,1,neutral
25,구성원들의 자발적 참여를 유도함,0.2924,0.0544,0.6532,neutral,neutral_dominant,neutral,0.0,True,1,neutral
24,자신에 업무에 대한 자심감이 높음,0.1781,0.5723,0.2496,negative,rule4_default,negative,-0.3942,True,1,negative
23,안전위주의 업무 추진사항 공유,0.4165,0.0864,0.4971,neutral,neutral_dominant,neutral,0.0,True,1,neutral
22,다양한 업무 경험 및 노하우,0.4795,0.0336,0.4869,neutral,neutral_dominant,neutral,0.0,True,1,neutral
21,동료 및 상하간 화합분위기 조성,0.2894,0.0632,0.6475,neutral,neutral_dominant,neutral,0.0,True,1,neutral
20,구성원들의 자발적 참여를 유도함,0.2924,0.0544,0.6532,neutral,neutral_dominant,neutral,0.0,True,1,neutral
19,"비전과 정책을 명확히 제시, 수평적 업무지시",0.2697,0.181,0.5493,neutral,neutral_dominant,neutral,0.0,True,1,neutral
17,목표를 위한 구체적인 전략을 제시함,0.2273,0.0532,0.7196,neutral,neutral_dominant,neutral,0.0,True,1,neutral
18,목표를 위한 구체적 전략 제시,0.2307,0.1319,0.6374,neutral,neutral_dominant,neutral,0.0,True,1,neutral
16,업무열의가 있음,0.1304,0.681,0.1886,negative,rule4_default,negative,-0.5506,True,1,negative
15,업무에 관심이 많음,0.3859,0.2718,0.3424,positive,rule3_last_low,negative,-0.6577,True,1,negative
14,부하 직원들과 양방향 소통을 한다,0.3023,0.0403,0.6574,neutral,neutral_dominant,neutral,0.0,True,2,neutral
12,지속적인 학습과 자기개발에 힘씀,0.4697,0.0344,0.496,neutral,neutral_dominant,neutral,0.0,True,1,neutral
13,세부적인 검토를 통해 업무방향을 명확하게 제시하여 사업 진행이 원활하도록 함,0.41,0.0815,0.5084,neutral,neutral_dominant,neutral,0.0,True,1,neutral
11,업무 문제 해결에 전문지식을 가지고 접근한다,0.4503,0.0329,0.5168,neutral,neutral_dominant,neutral,0.0,True,1,neutral
10,보일러에 대한 전문성,0.4684,0.2737,0.2579,positive,rule3_last_low,negative,-0.7421,True,1,negative
9,온화함 갈등 없음,0.0631,0.8554,0.0815,negative,rule4_default,negative,-0.7923,True,1,negative
8,발상의 전환을 통해 대안을 제시한다,0.3936,0.0747,0.5318,neutral,neutral_dominant,neutral,0.0,True,1,neutral
7,원전 수출 분야에 누적된 업무 경험,0.3613,0.13,0.5087,neutral,neutral_dominant,neutral,0.0,True,1,neutral
6,발전사업에 발생하는 다양한 문제점 해결을 위해 전문지식을 갖춤,0.4115,0.0434,0.5451,neutral,neutral_dominant,neutral,0.0,True,1,neutral
5,"전무, 처장 회의만 참석",0.0622,0.4644,0.4734,neutral,neutral_dominant,neutral,0.0,True,1,neutral
4,기술에 대한 이해능력,0.1597,0.6255,0.2147,negative,rule4_default,negative,-0.4658,True,1,negative
3,업무열의가 있습니다,0.1826,0.4786,0.3388,negative,rule4_default,negative,-0.296,True,1,negative
2,업무에 대한 전문성,0.4018,0.4012,0.197,positive,rule3_last_low,negative,-0.803,True,1,negative
1,조직의 목표 달성을 위해 복표를 명확히 제시하고 자발적 참여를 이끌어 냄,0.3621,0.0389,0.5989,neutral,neutral_dominant,neutral,0.0,True,1,neutral
